,input,output
7674,철수가 학생이 세 명을 정직하였다고 생각한다.,철수가 학생을 세 명을 정직하였다고 생각한다.
7675,철수만도 집에 갔다.,철수조차도 집에 갔다.
7676,김 교수님의 집에가 고서가 많으시다.,김 교수님의 댁에가 고서가 많으시다.
7677,혜미는 미나가 떠나는 것을 보았다.,혜미는 미나가 떠나는 것을 보았다.
7678,"철수가 읽는다, 신문을.",철수가 신문을 읽는다.
7679,나미가 스포츠카를 한 시간 동안 운전했다.,나미가 스포츠카를 한 시간 동안 운전했다.
7680,영희가 혜미에게 했다.,영어가 혜미에게 늑대가 온 것을 경고를 했다.
7681,호랑이의 내가 철수의 사진을 샀다.,내가 철수의 호랑이의 사진을 샀다.
7682,철수만 모든 사람이 그를 사랑한다.,철수만 모든 사람이 그를 사랑한다.
7683,철수가 어느 사람을 좋아하고 영희가가 철수를 미워하니?,어느 사람을 철수가 좋아하고 영희가 미워하니?
7684,"영희는 철수가 논문을, 그리고 윤아는 철수가 신문을 읽었다고 각각 말했다.","영희는 철수가 논문을, 그리고 윤아는 철수가 신문을 읽었다고 각각 말했다."
7685,미나는 보라는 빵을 먹은 것을 보았다.,미나는 보라가 빵을 먹은 것을 보았다.
7686,로빈이 쇠가 뜨겁게 달구었다.,로빈이 쇠가 뜨겁게 달구었다.
7687,동물원에서는 하루에 두끼 먹이를 먹는다.,동물원에서는 하루에 두 끼 먹이를 준다.
7688,"철수가 무엇을, 사과를 먹었니?","철수가 과일을, 무엇을 먹었니?"
7689,영희가 철수를 그의 손을 잡았다.,철수가 영희에게 그의 손을 잡혔다.
7690,사람들이 철수를 모든 부자로 생각했다.,사람들이 철수를 부자로 생각했다.
7691,학생이 재밌게 두 명이 책을 읽었다.,학생이 두 명이 재밌게 책을 읽었다.
7692,이 책이 세 번을 읽혔다.,이 책이 세 번이 읽혔다.
7693,미나는 아무도 방에서 나오지 않는 것을 잡았다.,미나는 누군가 방에서 나오는 것을 잡았다.
7694,나는 영희가 아무것도 읽었다고 안 믿었다.,영희가 아무것도 안 읽었다.
7695,아무도 뭐가 쌓이지 않았니?,뭐가 아무데도 쌓이지 않았니?
7696,철수만 자기 자신이 그를 비난했다.,철수만 자기 자신이 그를 비난했다.
7697,"미라가 두 시간 동안을 잤다, 그런데 아직 자고 싶다.","미라가 두 시간 동안 잤다, 그런데 아직 자고 싶다."
7698,미인들로가 해변이 붐빈다.,해변에가 미인들이 붐빈다.
7699,교수님은 영희가 책을 사셨다고 말했다.,교수님은 영희가 책을 샀다고 말했다.
7700,철수가 영희가 좋아하는 사람을 만났다.,철수가 영희가 좋아하는 사람을 만났다.
7701,두 명의 내가 어제 길에서 학생들을 보았다.,내가 어제 길에서 두 명의 학생들을 보았다.
7702,철수가 자기가 까무러지게 외쳤다.,철수가 스스로가 까무러지게 외쳤다.
7703,철수가 영희가 먹었다고 밥을 말했다.,철수가 영희가 밥을 먹었다고 말했다.
7704,철수가 읽기조차 책을 하였다.,철수가 읽기조차 책을 하였다.
7705,호랑이가 철수를 아이를 먹었다.,철수가 호랑이에게 그의 아이를 먹혔다.
7706,현아가 네 개의 어제 사과를 먹었다.,현아가 사과를 어제 네 개를 먹었다.
7707,할머니의 쓰시던 거울이 깨어졌다.,할머니가 쓰시던 거울이 깨어졌다.
7708,고기를 어제 피라미가 잡혔다.,고기가 어제 피라미가 잡혔다.
7709,자기자신이 철수만을 비난했다.,자기 자신이 철수만을 비난했다.
7710,그 판이 그 남자에게 긁혔다.,그가 그 판을 긁었다.
7711,눈을 지붕 위에 덮었다.,눈이 지붕 위에 덮혔다.
7712,철수가 학생을 세 개가 정직하였다고 생각한다.,철수가 학생을 세 개가 정직하였다고 생각한다.
7713,민호는 태풍이 온다고 경고를 했다.,민호는 태풍이 온다고 경고를 했다.
7714,손님이 부엌에서 물을 마시고들 있습니다.,손님이 부엌에서 물을 마시고들 있습니다.
7715,동현이는 지붕에를 메달렸다.,동현은 지붕에 매달렸다.
7716,나미가 그 차를 한 시간 내 운전했다.,나미가 그 차를 한 시간 내 운전을 했다.
7717,인호가 유미를 손질하였다.,인호가 유미를 손톱을 손질하였다.
7718,영희가 지훈이를 사랑하다.,영희가 지훈이를 사랑했다.
7719,민호가 책 읽었다.,민호가 책을 읽었다.
7720,철수와 영희를 서로가 미워한다.,서로를 철수와 영희가 미워한다.
7721,지훈이는 영희가 예뻤다고 생각하다.,지훈은 영희가 예뻤다고 생각한다.
7722,시민은 소방관이 피곤해 보인다.,영희는 소방관이 피곤하다고 본다.
7723,선생님께서 피곤하셔 보인다.,선생님께서 피곤해 보이신다.
7724,"교장이 순이는 기대하고 있다, 상을 주지 않을까.","교장이 순이는 기대하고 있다, 상을 주지 않을까."
7725,전쟁이 종식하였다.,전쟁이 종식되었다.
7726,철수의 부메랑이 자기자신을 쳤다.,철수의 부메랑이 그 자신을 쳤다.
7727,하루종일 책 읽었다.,하루종일 책을 읽었다.
7728,방이 깨끗을 하였다.,방이 깨끗하였다.
7729,영희는 돌고래가 똑똑하다고 안 생각했다.,영희는 돌고래가 똑똑하다고 생각 안 했다.
7730,물이 정화하였다.,물이 정화되었다.
7731,철수는 영희가 올까를 걱정하고 있다.,철수는 영희가 올까를 걱정하고 있다.
7732,영희를 윤아는 철수가 좋아한다는 사실이 놀랍다고 생각한다.,윤아는 철수가 영희를 좋아한다는 사실이 놀랍다고 생각한다.
7733,"기자는 82%의 사람들이 걱정하고 있다고 보도했다, 해고당하지 않을까.",82%의 사람들이 해고당하지 않을까 걱정하고 있다고 보도했다.
7734,진아가 영희를 이빨이 왜 빠졌다고 생각하니?,진아가 영희를 이빨이 왜 빠졌다고 생각하니?
7735,철수가 공을 철수를 바보같이 잘 찬다고 생각한다.,철수가 민철을 공을 바보같이 잘 찬다고 생각한다.
7736,나는 모든 동물을 어리석게도 똑똑하다고 믿었다.,나는 모든 동물을 어리석게도 똑똑하다고 믿었다.
7737,민호가 박테리아를 연구되었다.,민호가 박테리아를 연구하였다.
7738,영희가 건강을 하였다.,영희가 건강하였다.
7739,철수가 어제까지도 떠났다.,철수가 어제까지도 떠나지 않았다.
7740,민호가 책 하였다.,민호가 운동하였다.
7741,다리가 파괴하였다.,다리가 파괴되었다.
7742,돌이가 맥주를 안 잘 마신다.,돌이가 맥주를 안 잘 마신다.
7743,철수는 영희가 왔으면 하고를 바라고 있다.,철수는 영희가 왔으면 하고 바라고 있다. 
7744,건물이 붕괴를 되었다.,건물이 붕괴되었다.
7745,팔을 철수가 영희를 잡았다.,철수가 영희를 팔을 잡았다.
7746,적군이 다리를 그 파괴를 하였다.,적군이 다리를 약간의 파괴를 하였다.
7747,영희를 수는 철수가 좋아한다는 사실을 받아들이지 않는다.,윤아는 철수가 영희를 좋아한다는 사실을 받아들이지 않는다.
7748,공을 진아가 철수를 잘 찬다고 생각한다.,공을 진아가 민철이 잘 찬다고 생각한다.
7749,민호가 철수가 사과는 먹었다고 말했다.,민호가 사과는 철수가 먹었다고 말했다.
7750,맥주를 철수는 세 병 지훈이가 영희가 마셨다고 말했다고 생각한다.,맥주를 세 병 철수는 지훈이 영희가 마셨다고 말했다고 생각한다.
7751,적군이 다리를 천천히 도로를 만들었다.,적군이 다리를 천천히 파괴하였다.
7752,사람들이 노래해 주었다.,사람들이 영희에게 노래해 주었다.
7753,이리가 이 산장에 들어올 수 있어. 그러면 너를 잡아먹는대.,이리가 이 산장에 들어올 수 있어. 그러면 너를 잡아먹지.
7754,사과는 철수는 먹었다.,철수는 사과는 먹었다.
7755,철수를 영희가 차를 팔았다.,철수를 영희가 차를 팔았다.
7756,영희를 적합하다고 생각한 것은 철수가 그 직업에이다.,철수가 적합하다고 생각한 것은 영희가 그 직업에이다.
7757,민호가 공식을 암기를 되었다.,민호가 공식을 암기를 하였다.
7758,철수 영희가 때렸다.,철수를 영희가 때렸다.
7759,철수가 그 사실을 굳은 믿는다.,철수가 그 사실을 굳게 믿는다.
7760,영희가 보스턴을 편지를 보냈다.,영희가 보스턴에 편지를 보냈다.
7761,"돌이는 걱정하고 있다, 순이가 해고당하지 않을까 하는 것을.",돌이는 순이가 해고당하지 않을까 하는 것을 걱정하고 있다.
7762,내가 노래를 부르더라.,영희가 노래를 부르더라.
7763,공을 진아가 민철이를 잘 찬다고 생각한다.,공을 진아가 민철이를 잘 찬다고 생각한다.
7764,밥 극단적으로 맛있게 먹었다.,밥을 극단적으로 맛있게 먹었다.
7765,철수가 뛰었다.,철수가 뛰었다.
7766,철수는 영희가 세상에나 다쳤다고 확신하고 있다.,철수는 영희가 다쳤다고 확신하고 있다.
7767,영희가 민호가 밥을 먹게 시켰다.,영희가 민호에게 밥을 먹게 시켰다.
7768,철수가 꿈쩍도 했니?,철수가 꿈쩍도 하지 않았다.
7769,철수가 국수 순식간에 먹었다.,철수가 국수를 순식간에 먹었다.
7770,자동차가 주차장에 있어?,자동차는 주차장에 있어?
7771,민호가 갈아 기차를 탔다.,민호가 기차를 갈아탔다.
7772,"열 시가 된다면, 종이 울린다.","열 시가 된다면, 종이 울린다."
7773,로마인들이 예수님을 못을 박았다.,로마인들이 예수님께 못을 박았다.
7774,철수는 영희가 세상에나 나았으면 하고 바라고 있다.,철수는 영희가 나았으면 하고 바라고 있다.
7775,철수가 영희 예쁘다고 생각한다.,철수가 영희를 예쁘다고 생각한다.
7776,철수가 사과를 먹었어요. 영희도 했어요.,철수가 사과를 먹었어요. 영희도 했어요.
7777,도둑이 경비원에게 다이아몬드를 훔친 듯 보인다.,경비원에게 도둑이 다이아몬드를 훔친 듯 보인다.
7778,영희가 민호가 박테리아를 연구하게 시켰다.,민호가 박테리아를 연구하게 시켰다.
7779,철수는 철이가 아무 책도 샀다고 생각하지 않았다.,아무 책도 철수는 철이가 샀다고 생각하지 않았다.
7780,선생님의 코가 크시다.,선생님의 코가 크다.
7781,민수가 중동에서 전쟁이 일어났단다.,민수가 중동에서 전쟁이 일어났다고 한다.
7782,나는 그가 키가 크더라고 믿는다.,나는 그가 키가 크다고 믿는다.
7783,옛사람들은 꽃이 곶이라고 했다.,옛사람들은 꽃을 곶이라고 했다.
7784,철수한테 자기는 침을 뱉았다.,자기한테 철수는 침을 뱉았다.
7785,그가 첩을 셋이나 두면서 산다.,그가 첩을 셋이나 두고 산다.
7786,아직 10시나 되었네.,아직 10시밖에 되지 않았네.
7787,부산만으로 거제도에 갈 수 있다.,부산으로만 거제도에 갈 수 있다.
7788,"수진은 아들을 낳았고, 영희는 아들을 낳았다.","수진도 아들을 낳았고, 영희도 아들을 낳았다."
7789,그는 철수가 귀국했다고를 말했다.,그는 철수가 귀국했다고 말했다.
7790,나무로 상자를 만들었다.,나무로 상자를 만들었다.
7791,철수는 나에게 철수가 심부름을 가겠다고 자청했다.,철수는 나에게 자기가 심부름을 가겠다고 자청했다.
7792,나는 그를 때리겠다는 용기가 나지 않았다.,나는 그를 때릴 용기가 나지 않았다.
7793,도둑이 칼을 들면서 그에게 달려들었다.,도둑이 칼을 들고 그에게 달려들었다.
7794,조난자는 이 길은 택 안 했었다.,조난자는 이 길을 안 택했었다.
7795,그는 의사 노릇을 한 전력이 없다.,그는 의사 노릇을 한 전력이 없다.
7796,나는 그가 귀국했다고 모르고 있었다.,나는 그가 귀국했음을 모르고 있었다.
7797,그가 장관이 된 소문이 있다.,그가 장관이 됐다는 소문이 있다.
7798,김 선생은 이 학생을 저 그림을 그렸다고 했다.,김 선생은 이 학생이 저 그림을 그렸다고 했다.
7799,고목의이 그에 의해서 가지가 잘렸다.,고목의 가지가 그에 의해서 잘렸다.
7800,그가 집에 가라고 말했다,그가 집에 가라고 말했다
7801,사람들 간다.,사람들이 간다.
7802,이 바위는 역발산이나 들 수 있다.,이 바위는 역발산이나 들 수 있다.
7803,그는 철호를 성실히 단언했다.,그는 철호가 성실하다고 단언했다.
7804,꼬리가 철수에 의해 고양이를 밟혔다.,고양이가 철수에 의해 꼬리를 밟혔다.
7805,그는 우리가 자기를 배반한 것을 판단했다.,그는 우리가 자기를 배반했다고 판단했다.
7806,아이가 나에 의해 영어를 가르쳐졌다.,아이가 나에 의해 영어를 가르쳐졌다.
7807,삼척동자나 그까짓 일은 알고 있다.,삼척동자나 그까짓 일은 모를 것이다.
7808,우리는 못 잠을 잤다.,우리는 잠을 못 잤다.
7809,"그 이론이, 그가 우기기를, 합리적이었다.","그 이론이, 그가 우기기를, 합리적이라고 했다."
7810,인호는 복희가 결혼했다고 소문이 믿기지 않았다.,인호는 복희가 결혼했다고 하는 소문이 믿기지 않았다.
7811,나도 그가 죽은 것을 들었다.,나도 그가 죽었다는 것을 들었다.
